party_hp,party_extras,frac_party_hp,frac_party_extras,num_party_down,frac_party_down,success,enemies_hp,num_enemies_down,num_enemies,frac_enemies_down,CRs,totalXP,num_rounds,num_turns
-8,0,-0.19047619047619047,0.0,2.0,0.4,0,17.0,1,2,0.5,1/8_3,1087.5,4,20
-4,3,-0.09523809523809523,0.6,2.0,0.4,0,94.0,0,4,0.0,0_3_0_1/8,1490.0,2,15
-1,4,-0.023809523809523808,0.8,1.0,0.2,0,52.0,0,1,0.0,3,700.0,2,11
-6,2,-0.14285714285714285,0.4,2.0,0.4,0,213.5,0,5,0.0,2_0_1_1/4_0,1440.0,2,11
-4,3,-0.09523809523809523,0.6,3.0,0.6,0,252.0,0,5,0.0,1/4_1/2_1/8_2_1/4,1350.0,2,11
-6,2,-0.14285714285714285,0.4,2.0,0.4,0,166.5,0,4,0.0,1_0_1/2_1/2,820.0,2,16
-4,3,-0.09523809523809523,0.6,2.0,0.4,0,132.5,0,4,0.0,1_1/8_2_0,1370.0,2,18
-1,4,-0.023809523809523808,0.8,2.0,0.4,0,76.5,0,2,0.0,0_3,1065.0,2,10
-1,4,-0.023809523809523808,0.8,3.0,0.6,0,206.5,0,6,0.0,1/4_0_1_2_0_1/8,1490.0,2,12
-4,3,-0.09523809523809523,0.6,1.0,0.2,0,188.5,0,4,0.0,1/2_2_0_1/2,1320.0,2,13
-4,3,-0.09523809523809523,0.6,3.0,0.6,0,101.0,0,4,0.0,3_0_1/8_0,1490.0,2,15
-1,4,-0.023809523809523808,0.8,2.0,0.4,0,90.0,0,4,0.0,1/8_0_1/4_2,1070.0,2,17
-1,4,-0.023809523809523808,0.8,2.0,0.4,0,219.5,0,4,0.0,1/2_1/2_1_1/4,900.0,2,9
-4,3,-0.09523809523809523,0.6,3.0,0.6,0,149.5,0,4,0.0,2_1/2_1/8_0,1170.0,2,14
-4,1,-0.09523809523809523,0.2,2.0,0.4,0,145.5,0,4,0.0,1/2_1_1/4_1/8,750.0,3,22
-1,0,-0.023809523809523808,0.0,2.0,0.4,0,187.5,0,7,0.0,1_1/4_1/2_1/8_0_1/8_0,1050.0,3,28
-1,2,-0.023809523809523808,0.4,1.0,0.2,0,52.0,0,1,0.0,3,700.0,2,9
-3,2,-0.07142857142857142,0.4,1.0,0.2,0,143.0,0,3,0.0,1_2_1/8,1350.0,3,17
-5,0,-0.11904761904761904,0.0,2.0,0.4,0,227.5,0,6,0.0,0_1/2_1/4_1/4_2_1/8,1370.0,2,22
10,0,0.23809523809523808,0.0,0.0,0.0,1,-10.5,2,2,1.0,3_1/4,1125.0,4,23
-1,3,-0.023809523809523808,0.6,1.0,0.2,0,38.0,0,1,0.0,3,700.0,2,10
-2,3,-0.047619047619047616,0.6,2.0,0.4,0,203.0,0,6,0.0,0_1/2_2_1/4_1/4_0,1340.0,2,16
-4,0,-0.09523809523809523,0.0,1.0,0.2,0,16.5,1,2,0.5,2_1/4,750.0,4,24
-2,3,-0.047619047619047616,0.6,2.0,0.4,0,234.0,0,4,0.0,1_1/8_1_1,1250.0,2,11
-2,3,-0.047619047619047616,0.6,3.0,0.6,0,132.0,0,4,0.0,1/8_1/8_1/2_2,1200.0,2,16
-3,0,-0.07142857142857142,0.0,2.0,0.4,0,33.0,2,4,0.5,1_1/2_0_0,640.0,4,30
-2,3,-0.047619047619047616,0.6,1.0,0.2,0,151.0,0,2,0.0,2_2,1350.0,2,10
29,1,0.6904761904761905,0.2,0.0,0.0,1,-1.5,2,2,1.0,2_0,690.0,3,18
2,0,0.047619047619047616,0.0,1.0,0.2,1,-4.5,2,2,1.0,1/4_2,750.0,4,25
-2,2,-0.047619047619047616,0.4,1.0,0.2,0,90.5,0,3,0.0,3_1/8_0,1470.0,2,11
2,0,0.047619047619047616,0.0,1.0,0.2,1,-4.5,2,2,1.0,2_1/4,750.0,5,25
-3,1,-0.07142857142857142,0.2,1.0,0.2,0,86.0,0,2,0.0,1_1,600.0,3,19
-2,1,-0.047619047619047616,0.2,2.0,0.4,0,244.0,0,7,0.0,1/2_1/4_0_1/8_1/4_1/4_1/2,962.5,3,27
-2,0,-0.047619047619047616,0.0,1.0,0.2,0,27.0,2,3,0.6666666666666666,1/4_0_2,1020.0,4,26
-3,2,-0.07142857142857142,0.4,3.0,0.6,0,184.5,0,6,0.0,1/2_1/8_1/8_1/8_0_2,1270.0,3,22
9,0,0.21428571428571427,0.0,0.0,0.0,1,-0.5,2,2,1.0,0_3,1065.0,4,21
-6,1,-0.14285714285714285,0.2,2.0,0.4,0,82.5,0,3,0.0,0_1/8_2,970.0,3,18
-2,1,-0.047619047619047616,0.2,1.0,0.2,0,93.5,0,3,0.0,1/2_0_2,1120.0,3,22
-6,2,-0.14285714285714285,0.4,2.0,0.4,0,230.5,0,4,0.0,1/4_1_1_1/2,1100.0,2,15
-2,4,-0.047619047619047616,0.8,3.0,0.6,0,188.5,0,5,0.0,1/8_2_0_1_1/8,1420.0,2,12
-1,4,-0.023809523809523808,0.8,3.0,0.6,0,259.0,0,6,0.0,2_1/2_1/4_1/2_1/8_0,1470.0,2,12
-2,0,-0.047619047619047616,0.0,3.0,0.6,0,99.5,0,4,0.0,1/2_1/2_0_1/2,620.0,3,21
-4,3,-0.09523809523809523,0.6,3.0,0.6,0,149.5,0,4,0.0,1/2_1/8_0_2,1170.0,2,14
-3,2,-0.07142857142857142,0.4,4.0,0.8,0,164.0,0,6,0.0,2_1/8_0_0_1/4_1/4,1190.0,2,17
-3,2,-0.07142857142857142,0.4,1.0,0.2,0,55.5,1,2,0.5,3_0,1065.0,3,16
-2,2,-0.047619047619047616,0.4,2.0,0.4,0,146.0,0,3,0.0,1/2_1/8_2,1150.0,2,11
-1,4,-0.023809523809523808,0.8,4.0,0.8,0,251.0,0,6,0.0,1/8_1/2_1_1/8_1_1/8,1150.0,2,14
-3,3,-0.07142857142857142,0.6,3.0,0.6,0,157.0,0,3,0.0,1/8_1_2,1350.0,2,10
10,0,0.23809523809523808,0.0,0.0,0.0,1,-2.5,4,4,1.0,0_1/8_1_1/8,520.0,5,33
-2,1,-0.047619047619047616,0.2,1.0,0.2,0,58.5,1,3,0.3333333333333333,2_1/4_1/8,1050.0,4,25
-1,0,-0.023809523809523808,0.0,5.0,1.0,0,96.0,0,8,0.0,0_0_0_1/8_1/4_1/8_1/4_1/4,575.0,4,41
5,0,0.11904761904761904,0.0,1.0,0.2,1,-2.5,4,4,1.0,1_1/8_0_1/8,520.0,5,33
-6,2,-0.14285714285714285,0.4,2.0,0.4,0,135.5,0,4,0.0,1/2_2_0_1/8,1170.0,3,18
-4,3,-0.09523809523809523,0.6,2.0,0.4,0,265.5,0,5,0.0,1_1_1/8_1/2_1/4,1150.0,2,12
0,3,0.0,0.6,3.0,0.6,0,247.5,0,8,0.0,1_0_1/8_0_1/2_1/2_1/4_1/8,1300.0,2,21
-4,0,-0.09523809523809523,0.0,1.0,0.2,0,164.5,0,3,0.0,1/4_1_2,1400.0,3,17
-6,5,-0.14285714285714285,1.0,1.0,0.2,0,73.0,0,1,0.0,3,700.0,1,6
-7,4,-0.16666666666666666,0.8,2.0,0.4,0,158.0,0,2,0.0,3_1,1350.0,2,8
-3,2,-0.07142857142857142,0.4,2.0,0.4,0,181.5,0,3,0.0,1/4_1/2_2,1200.0,2,11
16,1,0.38095238095238093,0.2,0.0,0.0,1,-1.5,2,2,1.0,2_0,690.0,4,20
-3,0,-0.07142857142857142,0.0,3.0,0.6,0,68.0,1,4,0.25,1/8_1_0_1/4,570.0,4,27
-8,3,-0.19047619047619047,0.6,2.0,0.4,0,143.0,0,3,0.0,1_1/8_2,1350.0,2,13
-1,4,-0.023809523809523808,0.8,2.0,0.4,0,138.5,0,3,0.0,1/4_1/2_1,700.0,3,16
-3,3,-0.07142857142857142,0.6,4.0,0.8,0,184.0,0,5,0.0,1/4_1/2_1/2_0_1/2,720.0,3,19
-4,3,-0.09523809523809523,0.6,1.0,0.2,0,122.5,0,2,0.0,3_1/4,1125.0,2,11
-3,2,-0.07142857142857142,0.4,1.0,0.2,0,41.5,1,2,0.5,3_0,1065.0,3,18
-1,4,-0.023809523809523808,0.8,2.0,0.4,0,83.5,0,2,0.0,0_3,1065.0,2,8
-7,3,-0.16666666666666666,0.6,3.0,0.6,0,118.0,0,3,0.0,2_1/2_1/8,1150.0,2,14
-3,0,-0.07142857142857142,0.0,2.0,0.4,0,159.5,0,5,0.0,1/2_1/4_0_1/2_1/4,620.0,3,27
19,1,0.4523809523809524,0.2,0.0,0.0,1,-6.0,7,7,1.0,1/2_0_0_0_0_0_1/4,500.0,4,37
-15,0,-0.35714285714285715,0.0,2.0,0.4,0,45.0,1,3,0.3333333333333333,0_3_0,1440.0,3,19
-1,4,-0.023809523809523808,0.8,3.0,0.6,0,164.0,0,5,0.0,0_1_2_0_1/8,1390.0,2,13
-6,0,-0.14285714285714285,0.0,3.0,0.6,0,52.0,1,4,0.25,0_0_1/8_3,1490.0,3,19
16,0,0.38095238095238093,0.0,0.0,0.0,1,-1.0,2,2,1.0,2_1/2,825.0,5,27
-7,4,-0.16666666666666666,0.8,1.0,0.2,0,158.0,0,2,0.0,1_3,1350.0,2,8
-1,1,-0.023809523809523808,0.2,1.0,0.2,0,139.0,0,3,0.0,2_1/8_1/2,1150.0,3,16
8,0,0.19047619047619047,0.0,1.0,0.2,1,-5.0,3,3,1.0,2_1/8_1/8,1000.0,5,29
-6,1,-0.14285714285714285,0.2,2.0,0.4,0,142.5,0,3,0.0,1/4_1_1,900.0,3,17
-3,3,-0.07142857142857142,0.6,2.0,0.4,0,185.5,0,3,0.0,1/4_2_1,1400.0,2,11
-1,1,-0.023809523809523808,0.2,1.0,0.2,0,178.0,0,5,0.0,0_1/2_2_0_1/2,1340.0,2,19
-4,0,-0.09523809523809523,0.0,1.0,0.2,0,23.5,1,2,0.5,2_1/4,750.0,4,24
-2,3,-0.047619047619047616,0.6,2.0,0.4,0,83.5,0,3,0.0,1/8_3_0,1470.0,2,15
-3,1,-0.07142857142857142,0.2,3.0,0.6,0,146.5,0,5,0.0,1/4_0_1/4_2_1/8,1170.0,3,21
-4,0,-0.09523809523809523,0.0,1.0,0.2,0,79.5,0,2,0.0,1/4_2,750.0,3,19
-3,0,-0.07142857142857142,0.0,1.0,0.2,0,136.0,0,3,0.0,2_1_1/8,1350.0,3,20
-1,4,-0.023809523809523808,0.8,1.0,0.2,0,73.0,0,1,0.0,3,700.0,2,8
-1,4,-0.023809523809523808,0.8,1.0,0.2,0,66.0,0,1,0.0,3,700.0,2,9
-3,2,-0.07142857142857142,0.4,2.0,0.4,0,132.5,0,3,0.0,1/4_1/2_2,1200.0,2,12
-3,2,-0.07142857142857142,0.4,2.0,0.4,0,227.5,0,6,0.0,0_1_1/8_0_1/4_2,1490.0,2,15
-3,1,-0.07142857142857142,0.2,1.0,0.2,0,2.0,1,2,0.5,1/8_2,712.5,4,24
-6,2,-0.14285714285714285,0.4,3.0,0.6,0,160.0,0,4,0.0,0_1_1_1/4,920.0,3,18
-3,1,-0.07142857142857142,0.2,3.0,0.6,0,124.5,0,5,0.0,0_1_1/4_1/4_1/8,670.0,3,24
-2,3,-0.047619047619047616,0.6,1.0,0.2,0,165.0,0,2,0.0,1_3,1350.0,2,8
12,0,0.2857142857142857,0.0,0.0,0.0,1,-5.0,2,2,1.0,2_1/8,712.5,5,27
0,5,0.0,1.0,4.0,0.8,0,220.0,0,5,0.0,1/8_1/2_1/8_2_1/2,1400.0,2,11
-3,2,-0.07142857142857142,0.4,1.0,0.2,0,111.0,0,2,0.0,2_1/2,825.0,3,14
12,1,0.2857142857142857,0.2,0.0,0.0,1,-6.0,3,3,1.0,1_1/8_1/8,500.0,4,28
-15,2,-0.35714285714285715,0.4,1.0,0.2,0,73.0,0,2,0.0,1/8_3,1087.5,3,17
-1,4,-0.023809523809523808,0.8,1.0,0.2,0,66.0,0,1,0.0,3,700.0,2,9
12,0,0.2857142857142857,0.0,0.0,0.0,1,-5.0,2,2,1.0,2_1/8,712.5,4,22
-1,4,-0.023809523809523808,0.8,1.0,0.2,0,45.0,0,1,0.0,3,700.0,2,12
-6,2,-0.14285714285714285,0.4,1.0,0.2,0,178.5,0,5,0.0,2_1/4_1_0_0,1440.0,2,17
-2,3,-0.047619047619047616,0.6,1.0,0.2,0,158.0,0,2,0.0,2_2,1350.0,2,9
-1,3,-0.023809523809523808,0.6,2.0,0.4,0,107.0,0,3,0.0,1_1/8_1,850.0,2,16
